timestamp,config,threads,run_type,thermal_status_start,battery_pct_start,thermal_status_end,end_to_end_latency_s,init_total_ms,time_to_first_token_s,prefill_tokens,prefill_speed_tok_s,decode_tokens,decode_speed_tok_s,peak_rss_kb,cpu_pct,validity,exclusion_reason
2026-08-14T21:03:01,threads_2,2,warmup,0,98,0,24.031,5357.08,4.69,447,96.67,163,14.59,2287288,146.1,valid,
2026-08-14T21:03:31,threads_2,2,warmup,0,98,0,23.615,4583.49,3.9,447,117.02,163,12.77,2291444,159.3,valid,
2026-08-14T21:04:00,threads_2,2,warmup,0,97,1,23.346,4565.8,4.01,447,113.7,163,12.7,2297024,169.0,valid,
2026-08-14T21:04:29,threads_2,2,warmup,1,97,1,22.499,4591.44,4.04,447,112.96,163,12.42,2289076,169.5,valid,
2026-08-14T21:04:58,threads_2,2,warmup,1,97,1,23.885,4783.08,4.25,447,107.27,163,11.67,2293772,166.0,valid,
2026-08-14T21:06:14,threads_2,2,valid,1,96,1,22.239,4509.84,3.75,447,121.83,163,12.93,2299768,167.5,valid,
2026-08-14T21:06:44,threads_2,2,valid,1,96,1,23.366,4657.41,4.06,447,112.25,163,12.45,2295956,170.2,valid,
2026-08-14T21:07:14,threads_2,2,valid,1,95,1,24.343,5184.93,4.16,447,109.75,163,12.13,2301660,168.6,valid,
2026-08-14T21:07:50,threads_2,2,valid,1,95,1,29.498,6205.36,4.89,447,93.2,163,10.26,2298504,162.8,valid,
2026-08-14T21:08:25,threads_2,2,valid,1,95,1,29.289,6381.9,6.09,447,74.53,163,11.06,2294428,162.3,valid,
2026-08-14T21:09:03,threads_2,2,valid,1,94,1,32.354,6615.27,6.17,447,73.68,163,9.45,2296056,164.4,valid,
2026-08-14T21:09:43,threads_2,2,valid,1,94,1,34.081,6807.94,5.86,447,77.85,163,8.31,2295084,170.0,valid,
2026-08-14T21:10:21,threads_2,2,valid,1,94,1,31.516,7287.09,5.98,447,76.09,163,9.65,2298884,167.3,valid,
2026-08-14T21:10:59,threads_2,2,valid,1,93,1,31.908,6740.54,5.15,447,88.74,163,9.04,2298684,166.3,valid,
2026-08-14T21:11:39,threads_2,2,valid,1,93,1,33.431,7166.0,6.06,447,75.12,163,8.95,2292708,164.9,valid,
2026-08-14T21:12:20,threads_2,2,valid,1,93,1,33.595,6994.13,6.85,447,66.34,163,9.16,2290480,166.4,valid,
2026-08-14T21:12:59,threads_2,2,valid,1,92,1,31.691,6682.12,5.24,447,87.13,163,9.28,2284556,158.5,valid,
2026-08-14T21:13:37,threads_2,2,valid,1,92,1,31.264,6898.06,5.85,447,77.75,163,9.86,2293844,165.7,valid,
2026-08-14T21:14:14,threads_2,2,valid,1,92,2,31.665,6436.85,5.42,447,84.21,163,9.05,2294084,169.8,valid,
2026-08-14T21:16:13,threads_2,2,valid,1,91,1,21.479,4451.23,3.75,447,121.77,163,13.38,2285544,168.7,valid,
2026-08-14T21:16:43,threads_2,2,valid,1,91,1,23.01,4731.72,4.09,447,111.62,163,12.2,2285588,168.4,valid,
2026-08-14T21:18:43,threads_2,2,valid,1,91,1,22.159,4434.41,3.73,447,122.17,163,13.27,2292580,168.6,valid,
2026-08-14T21:19:12,threads_2,2,valid,1,91,2,23.628,4936.56,4.19,447,108.76,163,12.09,2283636,167.1,valid,
2026-08-14T21:21:13,threads_2,2,valid,1,90,1,22.411,4445.46,3.78,447,120.74,163,13.15,2288560,167.5,valid,
2026-08-14T21:21:43,threads_2,2,valid,1,90,2,23.991,4729.59,4.19,447,108.99,163,11.44,2283136,170.0,valid,
2026-08-14T21:23:13,threads_2,2,valid,1,89,1,23.046,4455.06,3.89,447,117.41,163,12.82,2286324,162.2,valid,
2026-08-14T21:23:44,threads_2,2,valid,1,89,1,24.743,4747.33,4.08,447,111.77,163,12.08,2287236,161.9,valid,
2026-08-14T21:24:15,threads_2,2,valid,1,88,1,25.574,5484.85,4.35,447,104.91,163,11.05,2283068,168.5,valid,
2026-08-14T21:24:50,threads_2,2,valid,1,88,2,28.467,6159.47,4.67,447,97.78,163,10.06,2285108,169.0,valid,
2026-08-14T21:26:18,threads_2,2,valid,1,87,1,21.547,4592.65,3.74,447,122.06,163,13.51,2277720,163.5,valid,
2026-08-14T21:26:47,threads_2,2,valid,1,87,1,23.187,4950.29,3.99,447,114.33,163,12.47,2281408,168.1,valid,
2026-08-14T21:27:21,threads_2,2,valid,1,87,1,28.036,5668.42,5.58,447,81.38,163,10.89,2279608,163.5,valid,
2026-08-14T21:27:57,threads_2,2,valid,1,87,1,29.699,6059.22,6.19,447,73.3,163,10.66,2291340,166.3,valid,
2026-08-14T21:28:32,threads_2,2,valid,1,86,1,29.124,6296.89,4.51,447,101.23,163,10.26,2288444,162.6,valid,
2026-08-14T21:29:09,threads_2,2,valid,1,86,1,30.16,6714.64,5.02,447,90.87,163,9.88,2286168,163.7,valid,
