timestamp,config,threads,run_type,thermal_status_start,battery_pct_start,thermal_status_end,end_to_end_latency_s,init_total_ms,time_to_first_token_s,prefill_tokens,prefill_speed_tok_s,decode_tokens,decode_speed_tok_s,peak_rss_kb,cpu_pct,validity,exclusion_reason
2026-08-14T21:53:00,threads_8,8,warmup,1,74,1,22.338,4537.83,3.01,447,152.54,163,12.18,2101132,492.1,valid,
2026-08-14T21:53:30,threads_8,8,warmup,1,74,1,23.795,4978.22,3.14,447,146.2,163,11.76,2184648,500.3,valid,
2026-08-14T21:53:59,threads_8,8,warmup,1,73,1,23.404,4952.81,3.02,447,152.02,163,11.98,2187888,523.1,valid,
2026-08-14T21:54:30,threads_8,8,warmup,1,73,1,24.506,5743.38,3.29,447,139.43,163,11.64,2183856,513.7,valid,
2026-08-14T21:55:03,threads_8,8,warmup,1,73,1,27.669,7435.8,3.77,447,121.46,163,10.68,2179864,498.9,valid,
2026-08-14T21:55:58,threads_8,8,valid,1,72,1,26.25,6523.49,3.38,447,135.59,163,12.32,2184824,489.4,valid,
2026-08-14T21:56:30,threads_8,8,valid,1,72,1,26.253,6678.21,3.39,447,135.22,163,12.07,2184980,480.7,valid,
2026-08-14T21:57:02,threads_8,8,valid,1,72,1,26.476,6823.67,3.46,447,132.66,163,11.53,2183884,492.1,valid,
2026-08-14T21:57:37,threads_8,8,valid,1,71,1,28.172,7200.58,3.79,447,120.84,163,10.74,2182184,504.7,valid,
2026-08-14T21:58:11,threads_8,8,valid,1,71,1,28.746,7592.91,3.91,447,116.99,163,10.66,2184280,500.9,valid,
2026-08-14T21:58:45,threads_8,8,valid,1,70,1,28.046,7875.58,4.03,447,113.56,163,10.67,2181208,493.7,valid,
2026-08-14T21:59:19,threads_8,8,valid,1,70,1,27.657,7303.32,3.89,447,117.46,163,11.2,2183008,501.5,valid,
2026-08-14T21:59:53,threads_8,8,valid,1,70,1,27.485,6641.86,3.79,447,120.9,163,10.75,2176056,497.5,valid,
2026-08-14T22:00:29,threads_8,8,valid,1,70,1,29.997,7616.48,4.07,447,112.55,163,10.13,2176916,484.3,valid,
2026-08-14T22:01:06,threads_8,8,valid,1,69,1,30.295,7160.11,4.11,447,111.47,163,10.05,2179880,486.1,valid,
2026-08-14T22:01:44,threads_8,8,valid,1,69,1,32.274,7837.92,4.32,447,106.4,163,8.72,2178924,505.1,valid,
2026-08-14T22:02:22,threads_8,8,valid,1,69,1,31.274,8118.29,4.35,447,105.29,163,9.16,2177624,511.0,valid,
2026-08-14T22:03:00,threads_8,8,valid,1,69,1,32.059,8012.33,4.71,447,97.28,163,9.01,2184148,506.5,valid,
2026-08-14T22:03:36,threads_8,8,valid,1,68,1,30.311,7888.97,4.37,447,104.7,163,9.51,2173012,509.0,valid,
2026-08-14T22:04:12,threads_8,8,valid,1,68,1,29.527,7848.39,4.24,447,107.83,163,10.4,2184884,496.7,valid,
2026-08-14T22:04:48,threads_8,8,valid,1,68,1,29.798,7374.46,4.15,447,110.31,163,10.28,2183656,491.7,valid,
2026-08-14T22:05:23,threads_8,8,valid,1,67,1,29.605,7940.46,4.15,447,110.54,163,9.79,2178680,506.9,valid,
2026-08-14T22:06:01,threads_8,8,valid,1,67,1,31.379,7898.66,4.37,447,104.86,163,9.54,2183284,496.3,valid,
2026-08-14T22:06:41,threads_8,8,valid,1,67,1,32.176,7838.87,4.38,447,104.82,163,8.67,2175392,511.9,valid,
2026-08-14T22:07:18,threads_8,8,valid,1,66,1,30.375,7953.0,4.19,447,109.5,163,9.4,2171540,497.8,valid,
2026-08-14T22:07:56,threads_8,8,valid,1,66,1,32.438,7901.32,4.4,447,104.31,163,9.06,2177572,508.5,valid,
2026-08-14T22:08:33,threads_8,8,valid,1,66,1,30.384,7880.87,4.15,447,110.31,163,9.83,2187596,496.2,valid,
2026-08-14T22:09:11,threads_8,8,valid,1,66,1,32.237,7379.54,4.32,447,106.24,163,8.85,2184712,492.9,valid,
2026-08-14T22:09:46,threads_8,8,valid,1,65,1,28.627,7242.46,4.21,447,108.66,163,9.99,2179860,508.8,valid,
2026-08-14T22:10:22,threads_8,8,valid,1,65,1,29.799,7391.27,4.05,447,113.04,163,10.01,2176784,505.5,valid,
2026-08-14T22:10:58,threads_8,8,valid,1,65,1,30.078,7659.57,4.06,447,112.89,163,9.82,2185440,503.8,valid,
2026-08-14T22:11:34,threads_8,8,valid,1,65,1,29.67,7819.96,4.23,447,108.16,163,10.39,2186776,494.9,valid,
2026-08-14T22:12:11,threads_8,8,valid,1,64,1,30.295,7845.18,4.26,447,107.66,163,9.64,2187868,505.3,valid,
2026-08-14T22:12:50,threads_8,8,valid,1,64,1,32.811,8067.26,4.63,447,99.12,163,8.68,2181632,509.2,valid,
2026-08-14T22:13:27,threads_8,8,valid,1,64,1,31.077,7906.56,4.37,447,104.74,163,9.62,2180552,506.3,valid,
